UNITID,EFRES01,EFRES02 
139959,8,8
139959,1,1
139959,2,2
139959,2,2
139959,1,1
139959,1,1
139959,27,27
139959,30,30
139959,61,59
139959,13,13
139959,3,3
139959,2,2
139959,13,13
139959,1,1
139959,25,25
139959,34,34
139959,62,62
139959,1,1
139959,35,35
139959,5,5
139959,2,2
139959,4,4
139959,1,0
139959,2,2
139959,5139,5107
139959,98,88
139959,5237,5195
139968,1,1
139968,2,2
139968,1135,997
139968,2,2
139968,1,1
139968,1,1
139968,1142,1004
139968,1142,1004
139986,1,0
139986,1005,402
139986,1006,402
139986,1006,402
140164,10,8
140164,2,2
140164,22,19
140164,2,2
140164,5,5
140164,1,1
140164,23,21
140164,2851,2713
140164,3,1
140164,1,1
140164,11,11
140164,3,3
140164,5,5
140164,2,2
140164,3,3
140164,1,1
140164,13,13
140164,4,4
140164,7,7
140164,2,2
140164,2,2
140164,4,3
140164,3,1
140164,1,1
140164,14,12
140164,1,1
140164,21,21
140164,17,15
140164,5,5
140164,3,1
140164,7,7
140164,5,5
140164,15,14
140164,14,11
140164,1,1
140164,1,1
140164,11,10
140164,1,1
140164,3,2
140164,2,2
140164,3102,2940
140164,2,2
140164,1,1
140164,3,3
140164,124,86
140164,3229,3029
140234,24,24
140234,43,41
140234,192,181
140234,1,1
140234,1,1
140234,1,1
140234,1,1
140234,1,1
140234,2,2
140234,3,3
140234,269,256
140234,2,2
140234,271,258
140243,897,310
140243,1,0
140243,898,310
140243,898,310
140331,1,1
140331,2171,1236
140331,1,0
140331,1,1
140331,1,1
140331,1,1
140331,2176,1240
140331,2176,1240
140599,345,113
140599,345,113
140599,345,113
140678,1,1
140678,1,0
140678,662,386
140678,6,3
140678,2,1
140678,2,1
140678,1,1
140678,675,393
140678,675,393
140720,1,1
140720,1,0
140720,7,7
140720,21,14
140720,176,133
140720,3,3
140720,1,1
140720,3,3
140720,2,0
140720,8,7
140720,37,26
140720,3,2
140720,2,2
140720,265,199
140720,3,3
140720,268,202
140942,889,361
140942,11,4
140942,900,365
140942,900,365
140951,23,21
140951,1,1
140951,4,3
140951,11,11
140951,45,45
140951,25,24
140951,29,26
140951,8,8
140951,4,4
140951,158,149
140951,320,302
140951,4,4
140951,44,44
140951,16,16
140951,3,3
140951,12,12
140951,14,14
140951,14,13
140951,7,7
140951,50,48
140951,27,26
140951,19,18
140951,8,8
140951,11,11
140951,15,15
140951,3,2
140951,2,1
140951,4,4
140951,14,10
140951,51,41
140951,63,60
140951,77,71
140951,38,35
140951,5,5
140951,5,5
140951,59,57
140951,10,10
140951,50,47
140951,32,32
140951,94,89
140951,6,6
140951,63,61
140951,6,5
140951,2,2
140951,8,8
140951,19,17
140951,1483,1401
140951,1,1
140951,13,10
140951,1,1
140951,15,12
140951,193,119
140951,1691,1532
140960,2,2
140960,5,5
140960,1,1
140960,1,1
140960,32,29
140960,1206,1091
140960,1,1
140960,1,1
140960,1,0
140960,1,1
140960,1,1
140960,3,3
140960,1,1
140960,2,2
140960,1,1
140960,2,2
140960,15,14
140960,2,2
140960,1,1
140960,1,1
140960,2,2
140960,1282,1162
140960,17,12
140960,1299,1174
141006,5,1
141006,9,6
141006,501,227
141006,2,2
141006,2,1
141006,5,3
141006,524,240
141006,524,240
141097,1,1
141097,1,1
141097,783,742
141097,1,1
141097,1,1
141097,1,1
141097,1,1
141097,1,1
141097,1,1
141097,1,1
141097,792,751
141097,13,8
141097,805,759
141158,8,5
141158,218,126
141158,226,131
141158,226,131
141255,7,3
141255,679,261
141255,686,264
141255,686,264
141264,1,1
141264,2,2
141264,2,2
141264,24,23
141264,1651,1588
141264,1,0
141264,4,4
141264,1,1
141264,1,0
141264,1,1
141264,4,3
141264,2,2
141264,1,1
141264,1,1
141264,1,0
141264,1,0
141264,1,1
141264,1699,1630
141264,1,0
141264,1,0
141264,22,9
141264,1722,1639
141565,4,3
141565,2,2
141565,51,46
141565,11,11
141565,2,1
141565,1,0
141565,312,291
141565,2,2
141565,1,1
141565,1,1
141565,1,1
141565,4,4
141565,7,7
141565,2,1
141565,8,8
141565,5,5
141565,1,1
141565,1,1
141565,3,3
141565,1,1
141565,4,4
141565,1,1
141565,1,1
141565,1,1
141565,2,2
141565,8,8
141565,11,11
141565,1,1
141565,449,419
141565,6,6
141565,14,14
141565,1,1
141565,9,8
141565,30,29
141565,13,8
141565,4,
141565,496,456
141574,2,2
141574,2,1
141574,13,13
141574,1,1
141574,372,361
141574,45,43
141574,2,2
141574,4,4
141574,5,5
141574,1287,1254
141574,4,3
141574,3,2
141574,1,1
141574,5,5
141574,8,7
141574,4,3
141574,1,1
141574,1,1
141574,12,12
141574,3,3
141574,13,13
141574,1,1
141574,9,9
141574,5,5
141574,4,4
141574,1,1
141574,17,16
141574,5,5
141574,1,1
141574,2,2
141574,3,3
141574,4,4
141574,10,10
141574,13,13
141574,9,8
141574,63,60
141574,3,3
141574,2,1
141574,5,5
141574,1945,1888
141574,5,5
141574,1,1
141574,4,4
141574,1,1
141574,11,11
141574,40,31
141574,9,
141574,2005,1930
141608,9,3
141608,9,3
141608,9,3
141680,4,2
141680,646,407
141680,1,0
141680,1,0
141680,2,1
141680,2,1
141680,1,1
141680,1,1
141680,658,413
141680,2,0
141680,1,0
141680,3,0
141680,4,2
141680,5,
141680,670,415
141796,1,1
141796,6,6
141796,1,1
141796,1,0
141796,988,751
141796,1,1
141796,1,0
141796,1,1
141796,1,1
141796,2,1
141796,1,0
141796,2,1
141796,5,5
141796,1011,769
141796,2,2
141796,1,1
141796,2,1
141796,2,1
141796,7,5
141796,238,93
141796,11,
141796,1267,867
141802,2,0
141802,322,213
141802,1,0
141802,1,1
141802,1,0
141802,1,1
141802,328,215
141802,328,215
141811,1,0
141811,2,2
141811,1,1
141811,1,0
141811,1268,789
141811,1,0
141811,1,1
141811,1,1
141811,1,1
141811,1,0
141811,1,1
141811,1279,796
141811,1,1
141811,1,1
141811,11,1
141811,10,
141811,1301,798
141839,1,1
141839,6,5
141839,1,0
141839,1,1
141839,692,409
141839,1,0
141839,1,0
141839,1,1
141839,1,1
141839,1,0
141839,3,3
141839,1,1
141839,2,2
141839,1,1
141839,713,425
141839,7,1
141839,50,
141839,770,426
141981,1,1
141981,2,2
141981,286,281
141981,1,0
141981,1,1
141981,291,285
141981,291,285
141990,2,0
141990,3,3
141990,409,245
141990,414,248
141990,8,
141990,422,248
142054,49,2
142054,49,2
142054,49,2
142179,81,24
142179,1,0
142179,82,24
142179,82,24
142276,2,2
142276,1,1
142276,20,19
142276,5,5
142276,1,0
142276,1,1
142276,1239,839
142276,1,1
142276,1,1
142276,4,4
142276,1,1
142276,5,4
142276,1,1
142276,1,0
142276,9,9
142276,1,1
142276,4,2
142276,6,5
142276,11,11
142276,1,1
142276,10,10
142276,9,2
142276,1334,920
142276,217,4
142276,1551,924
142285,17,16
142285,47,46
142285,7,7
142285,1,1
142285,4,4
142285,1,1
142285,1145,1095
142285,3,3
142285,1,0
142285,1,1
142285,1,1
142285,1,1
142285,2,2
142285,1,0
142285,1,1
142285,12,12
142285,1,1
142285,13,13
142285,1,1
142285,1,1
142285,42,40
142285,1,1
142285,1,1
142285,1,1
142285,1,0
142285,6,6
142285,3,3
142285,1,1
142285,226,221
142285,1,1
142285,1544,1482
142285,46,19
142285,40,
142285,1630,1501
142294,9,9
142294,2,2
142294,1,1
142294,1,1
142294,225,224
142294,3,3
142294,7,7
142294,1,1
142294,1,1
142294,14,14
142294,2,2
142294,10,10
142294,276,275
142294,16,14
142294,292,289
142328,3,3
142328,4,4
142328,2,2
142328,365,307
142328,4,4
142328,3,3
142328,10,10
142328,1,0
142328,1,1
142328,70,63
142328,463,397
142328,12,9
142328,475,406
142337,31,6
142337,31,6
142337,31,6
142461,7,7
142461,1,1
142461,14,13
142461,4,3
142461,2,2
142461,131,119
142461,1,1
142461,3,3
142461,2,2
142461,1,1
142461,33,32
142461,1,1
142461,4,4
142461,44,39
142461,248,228
142461,4,2
142461,252,230
142559,1,1
142559,4,3
142559,9,8
142559,1,0
142559,4,3
142559,1041,658
142559,1,1
142559,1,0
142559,1,0
142559,2,1
142559,1,1
142559,21,18
142559,1,0
142559,2,0
142559,1,0
142559,9,8
142559,1,0
142559,2,0
142559,18,14
142559,6,4
142559,1127,720
142559,1,1
142559,1,1
142559,17,2
142559,1145,723
142887,88,80
142887,10,9
142887,2,2
142887,100,91
142887,100,91
143048,1,1
143048,5,5
143048,56,55
143048,6,6
143048,5,5
143048,8,8
143048,11,11
143048,2,2
143048,78,77
143048,5,5
143048,2,2
143048,5,5
143048,4,4
143048,2,2
143048,1,1
143048,10,10
143048,14,14
143048,7,7
143048,6,6
143048,11,11
143048,1,1
143048,1,1
143048,2,2
143048,3,3
143048,10,10
143048,4,4
143048,23,22
143048,1,1
143048,13,13
143048,3,3
143048,4,4
143048,10,10
143048,2,2
143048,1,1
143048,5,5
143048,22,21
143048,1,1
143048,1,1
143048,15,15
143048,6,6
143048,14,14
143048,381,377
143048,1,1
143048,1,1
143048,164,0
143048,31,
143048,577,378
143084,2,2
143084,1,1
143084,12,12
143084,2,2
143084,510,506
143084,1,1
143084,36,34
143084,1,1
143084,4,4
143084,4,4
143084,2,2
143084,1,1
143084,1,1
143084,1,1
143084,1,1
143084,3,3
143084,1,1
143084,1,1
143084,2,2
143084,1,1
143084,18,18
143084,605,599
143084,20,9
143084,2,
143084,627,608
143118,2,2
143118,18,15
143118,4,3
143118,8,7
143118,4,4
143118,1,1
143118,1,1
143118,554,545
143118,13,11
143118,2,2
143118,1,1
143118,1,1
143118,1,1
143118,1,1
143118,11,10
143118,4,4
143118,11,10
143118,4,4
143118,4,3
143118,1,1
143118,1,1
143118,3,3
143118,4,3
143118,2,2
143118,1,1
143118,2,2
143118,4,3
143118,5,4
143118,2,2
143118,2,2
143118,27,24
143118,699,674
143118,2,0
143118,701,674
143215,1,0
143215,1518,924
143215,1,1
143215,22,9
143215,6,0
143215,1548,934
143215,2,2
143215,1550,936
143279,502,291
143279,3,0
143279,54,28
143279,2,2
143279,2,2
143279,1,1
143279,1,0
143279,565,324
143279,4,1
143279,569,325
143288,1,1
143288,1,1
143288,100,95
143288,1,0
143288,8,8
143288,1,1
143288,1,1
143288,1,1
143288,1,1
143288,1,1
143288,116,110
143288,116,110
143358,1,1
143358,8,8
143358,5,5
143358,1,1
143358,1,1
143358,656,656
143358,16,0
143358,6,6
143358,4,4
143358,1,1
143358,1,1
143358,3,3
143358,14,14
143358,57,57
143358,1,1
143358,1,1
143358,6,6
143358,2,2
143358,1,1
143358,1,1
143358,2,2
143358,1,1
143358,32,32
143358,821,805
143358,2,2
143358,262,
143358,1085,807
143464,12,8
143464,12,8
143464,12,8
143543,31,11
143543,1,1
143543,32,12
143543,32,12
143613,3,3
143613,1,1
143613,1,1
143613,1,1
143613,408,247
143613,1,0
143613,4,3
143613,4,4
143613,1,0
143613,2,1
143613,426,261
143613,3,1
143613,429,262
143695,7,4
143695,7,4
143695,7,4
144005,1,1
144005,257,189
144005,6,5
144005,1,1
144005,1,0
144005,2,2
144005,1,1
144005,1,1
144005,270,200
144005,6,5
144005,276,205
144050,3,3
144050,1,1
144050,15,15
144050,170,169
144050,17,17
144050,30,29
144050,1,1
144050,8,8
144050,57,56
144050,23,22
144050,1,1
144050,1,1
144050,264,262
144050,22,22
144050,7,7
144050,4,4
144050,3,3
144050,5,5
144050,4,4
144050,42,42
144050,47,47
144050,32,32
144050,19,19
144050,1,1
144050,18,18
144050,1,1
144050,7,7
144050,5,5
144050,4,4
144050,54,54
144050,4,4
144050,141,138
144050,10,10
144050,33,33
144050,3,3
144050,8,8
144050,31,31
144050,1,1
144050,6,6
144050,3,3
144050,15,15
144050,70,67
144050,2,2
144050,24,24
144050,16,16
144050,1,1
144050,26,26
144050,1,1
144050,1,1
144050,1262,1250
144050,164,145
144050,1426,1395
144157,2,0
144157,640,255
144157,2,0
144157,1,0
144157,1,0
144157,2,1
144157,648,256
144157,14,2
144157,662,258
144166,773,424
144166,773,424
144166,1,0
144166,774,424
144175,469,246
144175,469,246
144175,469,246
144184,625,143
144184,1,0
144184,2,1
144184,1,0
144184,2,1
144184,631,145
144184,11,0
144184,642,145
144193,762,381
144193,3,0
144193,765,381
144193,1,1
144193,766,382
144209,1523,731
144209,1,0
144209,1,1
144209,1525,732
144209,49,2
144209,1574,734
144218,1467,724
144218,1,0
144218,1468,724
144218,16,2
144218,1484,726
144281,3,3
144281,2,2
144281,8,8
144281,1,1
144281,90,89
144281,17,17
144281,17,16
144281,3,3
144281,32,30
144281,13,12
144281,3,3
144281,2,2
144281,1084,1050
144281,101,100
144281,20,20
144281,12,12
144281,11,10
144281,5,5
144281,5,5
144281,15,14
144281,24,24
144281,111,109
144281,60,58
144281,48,46
144281,13,12
144281,4,4
144281,11,11
144281,22,22
144281,4,4
144281,37,36
144281,6,6
144281,1,1
144281,64,63
144281,3,3
144281,6,6
144281,35,33
144281,2,2
144281,6,6
144281,1,1
144281,29,29
144281,48,46
144281,1,1
144281,5,5
144281,21,20
144281,17,17
144281,2,2
144281,70,69
144281,1,1
144281,7,7
144281,2103,2046
144281,1,1
144281,1,1
144281,57,56
144281,2161,2103
144351,3,3
144351,1,1
144351,8,8
144351,1,1
144351,14,14
144351,1,1
144351,1,1
144351,263,263
144351,13,13
144351,2,2
144351,1,1
144351,1,1
144351,1,1
144351,15,15
144351,4,4
144351,15,15
144351,1,1
144351,1,1
144351,1,1
144351,3,3
144351,2,2
144351,1,1
144351,13,13
144351,9,9
144351,375,375
144351,1,1
144351,1,1
144351,376,376
144467,1,0
144467,1,0
144467,117,42
144467,8,3
144467,1,0
144467,4,0
144467,1,1
144467,1,0
144467,2,1
144467,2,0
144467,138,47
144467,2,0
144467,140,47
144485,197,34
144485,2,0
144485,199,34
144485,199,34
144564,589,256
144564,103,64
144564,692,320
144564,6,2
144564,698,322
144740,2,2
144740,5,5
144740,3,3
144740,104,102
144740,10,10
144740,11,10
144740,1,1
144740,20,20
144740,5,5
144740,5,5
144740,1552,1495
144740,53,53
144740,29,27
144740,7,7
144740,15,14
144740,2,1
144740,13,12
144740,27,26
144740,125,123
144740,65,65
144740,32,32
144740,9,9
144740,7,7
144740,5,5
144740,11,11
144740,1,1
144740,22,22
144740,9,8
144740,1,1
144740,79,77
144740,3,3
144740,5,5
144740,20,20
144740,4,4
144740,2,2
144740,15,14
144740,51,49
144740,1,1
144740,11,10
144740,8,8
144740,66,64
144740,3,2
144740,2419,2341
144740,1,1
144740,1,1
144740,2,2
144740,4,
144740,2425,2343
144865,1,0
144865,3756,2802
144865,2,2
144865,2,0
144865,1,1
144865,11,0
144865,1,1
144865,1,0
144865,1,0
144865,2,1
144865,3778,2807
144865,35,22
144865,3813,2829
144892,1,1
144892,1,1
144892,1252,1250
144892,23,23
144892,2,2
144892,1,1
144892,1,1
144892,16,16
144892,1,1
144892,2,2
144892,1,1
144892,1,1
144892,2,1
144892,14,14
144892,4,0
144892,1322,1315
144892,1,1
144892,1,1
144892,10,5
144892,1333,1321
144944,1355,1062
144944,1355,1062
144944,2,0
144944,1357,1062
144962,1,1
144962,7,7
144962,9,8
144962,2,2
144962,411,402
144962,6,5
144962,2,2
144962,3,3
144962,17,17
144962,3,3
144962,6,6
144962,1,1
144962,2,2
144962,2,2
144962,2,1
144962,11,11
144962,3,3
144962,6,6
144962,2,2
144962,8,7
144962,1,1
144962,505,492
144962,1,1
144962,506,493
145239,64,31
145239,1,1
145239,65,32
145239,65,32
145372,1,1
145372,2,2
145372,24,23
145372,2,2
145372,6,3
145372,5,5
145372,151,139
145372,11,10
145372,3,3
145372,1,1
145372,3,3
145372,1,1
145372,5,5
145372,1,1
145372,33,33
145372,1,1
145372,1,1
145372,1,1
145372,1,1
145372,2,2
145372,3,3
145372,2,1
145372,1,1
145372,2,1
145372,263,244
145372,1,1
145372,1,1
145372,13,1
145372,277,246
145460,17,11
145460,1,1
145460,1,1
145460,2,1
145460,1,0
145460,4,2
145460,26,16
145460,1,0
145460,27,16
145521,402,307
145521,2,1
145521,1,0
145521,1,0
145521,1,1
145521,12,12
145521,419,321
145521,4,1
145521,423,322
145600,3,3
145600,1,0
145600,18,16
145600,1,1
145600,2,2
145600,4,4
145600,3,3
145600,6,6
145600,2928,2741
145600,8,6
145600,2,2
145600,2,2
145600,1,0
145600,4,4
145600,4,4
145600,4,4
145600,1,1
145600,2,2
145600,5,4
145600,8,8
145600,1,1
145600,3,2
145600,1,1
145600,2,2
145600,7,7
145600,2,1
145600,1,1
145600,6,6
145600,1,1
145600,1,1
145600,3032,2836
145600,72,69
145600,3104,2905
145619,46,42
145619,2,2
145619,2,2
145619,3,3
145619,529,508
145619,11,10
145619,2,2
145619,10,10
145619,3,3
145619,5,5
145619,1,1
145619,2,2
145619,1,1
145619,2,2
145619,5,5
145619,4,4
145619,628,602
145619,7,7
145619,635,609
145637,4,4
145637,6,6
145637,2,2
145637,178,177
145637,11,11
145637,17,17
145637,1,1
145637,26,26
145637,15,15
145637,5,4
145637,1,1
145637,5330,5240
145637,13,13
145637,7,7
145637,7,7
145637,10,10
145637,7,7
145637,21,20
145637,30,29
145637,27,27
145637,8,8
145637,32,32
145637,1,1
145637,1,1
145637,3,3
145637,87,85
145637,1,1
145637,38,38
145637,7,6
145637,35,35
145637,5,5
145637,6,6
145637,20,18
145637,3,3
145637,10,10
145637,32,31
145637,51,47
145637,17,17
145637,1,1
145637,10,10
145637,68,67
145637,6154,6049
145637,4,4
145637,4,4
145637,1171,1045
145637,7329,7098
145646,4,4
145646,3,3
145646,2,2
145646,412,412
145646,1,1
145646,1,1
145646,1,1
145646,2,2
145646,2,2
145646,6,6
145646,12,12
145646,16,16
145646,1,1
145646,1,1
145646,1,1
145646,1,1
145646,1,1
145646,2,2
145646,1,1
145646,1,1
145646,1,1
145646,1,1
145646,1,1
145646,2,2
145646,7,7
145646,2,2
145646,485,485
145646,42,42
145646,527,527
145682,2,1
145682,1,0
145682,1553,559
145682,6,3
145682,3,1
145682,1,1
145682,1,0
145682,1,0
145682,1,0
145682,3,0
145682,1572,565
145682,16,3
145682,1588,568
145691,1,1
145691,1,1
145691,7,7
145691,3,3
145691,2,2
145691,1,1
145691,1,1
145691,218,208
145691,3,3
145691,1,1
145691,1,1
145691,2,2
145691,8,8
145691,1,0
145691,1,1
145691,1,1
145691,2,2
145691,2,2
145691,2,2
145691,1,1
145691,1,1
145691,1,1
145691,1,1
145691,262,251
145691,8,0
145691,270,251
145707,228,186
145707,4,3
145707,1,1
145707,2,2
145707,235,192
145707,3,1
145707,238,193
145770,1,0
145770,61,5
145770,1,0
145770,1,0
145770,1,0
145770,1,0
145770,1,0
145770,1,0
145770,1,0
145770,69,5
145770,69,5
145813,1,1
145813,1,1
145813,2843,2787
145813,5,5
145813,1,1
145813,1,1
145813,1,1
145813,3,3
145813,1,1
145813,13,13
145813,1,0
145813,1,1
145813,1,1
145813,1,1
145813,2,2
145813,1,1
145813,1,1
145813,8,8
145813,2886,2829
145813,95,
145813,2981,2829
145831,320,141
145831,320,141
145831,320,141
146010,27,16
146010,1,1
146010,28,17
146010,1,1
146010,29,18
146205,732,590
146205,1,1
146205,2,2
146205,1,0
146205,736,593
146205,736,593
146278,1,1
146278,504,346
146278,1,1
146278,30,11
146278,1,0
146278,537,359
146278,1,0
146278,538,359
146296,1,0
146296,1,0
146296,1681,1059
146296,12,4
146296,1,0
146296,2,0
146296,1698,1063
146296,1,1
146296,1699,1064
146348,374,307
146348,5,4
146348,1,1
146348,2,2
146348,382,314
146348,1,0
146348,383,314
146366,1,1
146366,350,179
146366,1,0
146366,352,180
146366,1,1
146366,353,181
146418,601,330
146418,601,330
146418,2,1
146418,603,331
146427,3,3
146427,21,21
146427,14,14
146427,3,3
146427,1,1
146427,193,193
146427,7,7
146427,5,5
146427,6,6
146427,1,1
146427,8,8
146427,1,1
146427,12,12
146427,11,11
146427,3,3
146427,4,4
146427,2,2
146427,1,1
146427,8,8
146427,1,1
146427,11,11
146427,1,1
146427,8,8
146427,10,10
146427,3,3
146427,338,338
146427,42,42
146427,380,380
146472,1,1
146472,2009,1361
146472,1,0
146472,1,0
146472,16,7
146472,2028,1369
146472,21,5
146472,2049,1374
146481,6,6
146481,16,16
146481,8,8
146481,5,5
146481,8,8
146481,1,1
146481,1,1
146481,1,1
146481,221,221
146481,4,4
146481,3,3
146481,1,1
146481,1,1
146481,1,1
146481,5,5
146481,18,17
146481,8,8
146481,3,3
146481,2,2
146481,1,1
146481,1,1
146481,1,1
146481,1,1
146481,4,3
146481,1,1
146481,2,2
146481,2,2
146481,1,1
146481,1,1
146481,8,7
146481,11,11
146481,347,344
146481,52,46
146481,399,390
146506,2,2
146506,1,1
146506,1066,786
146506,8,4
146506,1,0
146506,1,1
146506,1,1
146506,1,1
146506,1,1
146506,1,1
146506,1083,798
146506,18,0
146506,1101,798
146603,1,1
146603,707,510
146603,1,0
146603,1,0
146603,23,18
146603,733,529
146603,2,0
146603,735,529
146612,1,1
146612,2,2
146612,2,2
146612,3,3
146612,1,1
146612,638,620
146612,7,7
146612,2,2
146612,1,1
146612,3,2
146612,2,2
146612,7,7
146612,1,1
146612,1,1
146612,1,1
146612,2,2
146612,2,2
146612,1,1
146612,1,1
146612,10,10
146612,1,1
146612,689,670
146612,5,1
146612,694,671
146676,5,5
146676,365,309
146676,6,5
146676,1,1
146676,1,1
146676,11,10
146676,1,1
146676,1,0
146676,2,2
146676,3,0
146676,396,334
146676,396,334
146685,1411,947
146685,1,0
146685,1412,947
146685,6,0
146685,1418,947
146700,180,65
146700,4,1
146700,184,66
146700,184,66
146719,1,1
146719,1,1
146719,15,15
146719,100,100
146719,23,23
146719,8,8
146719,1,1
146719,30,30
146719,6,6
146719,8,8
146719,1493,1478
146719,65,64
146719,15,15
146719,16,16
146719,10,10
146719,3,3
146719,3,3
146719,30,30
146719,119,119
146719,95,95
146719,1,1
146719,50,50
146719,15,15
146719,4,4
146719,1,1
146719,6,6
146719,3,3
146719,21,21
146719,1,1
146719,123,122
146719,2,2
146719,7,7
146719,14,14
146719,2,2
146719,2,2
146719,1,1
146719,6,6
146719,28,27
146719,3,3
146719,4,4
146719,21,21
146719,71,71
146719,2428,2410
146719,1,1
146719,1,1
146719,6,6
146719,8,8
146719,76,63
146719,2512,2481
146825,1,1
146825,1,1
146825,1,0
146825,1,1
146825,3,3
146825,1,0
146825,99,89
146825,2,0
146825,1,0
146825,1,0
146825,1,1
146825,5,5
146825,1,1
146825,2,2
146825,120,104
146825,120,104
147004,1206,568
147004,6,0
147004,1212,568
147004,1212,568
147013,1,1
147013,10,10
147013,2,2
147013,1,1
147013,1,1
147013,294,282
147013,6,6
147013,1,1
147013,1,1
147013,1,1
147013,47,45
147013,2,2
147013,1,1
147013,4,4
147013,2,2
147013,3,3
147013,377,363
147013,10,3
147013,387,366
147165,15,3
147165,15,3
147165,15,3
147244,4,3
147244,1,1
147244,1,1
147244,3,3
147244,1,1
147244,369,344
147244,6,6
147244,2,2
147244,1,1
147244,1,1
147244,3,3
147244,2,2
147244,30,28
147244,1,1
147244,1,1
147244,1,1
147244,2,2
147244,4,4
147244,2,2
147244,4,4
147244,2,2
147244,5,4
147244,446,417
147244,3,0
147244,2,
147244,451,417
147378,2162,1532
147378,1,1
147378,2163,1533
147378,17,1
147378,2180,1534
147411,538,7
147411,1,0
147411,1,0
147411,540,7
147411,1,0
147411,541,7
147660,2,2
147660,6,6
147660,4,4
147660,2,2
147660,3,3
147660,460,458
147660,6,6
147660,3,3
147660,7,7
147660,4,4
147660,1,1
147660,2,2
147660,4,4
147660,2,2
147660,1,1
147660,1,1
147660,10,10
147660,518,516
147660,11,10
147660,529,526
147679,2,2
147679,11,11
147679,2,2
147679,4,3
147679,6,6
147679,2,2
147679,238,226
147679,6,6
147679,2,2
147679,1,1
147679,1,1
147679,1,1
147679,1,1
147679,10,10
147679,14,14
147679,17,17
147679,4,4
147679,2,2
147679,3,3
147679,1,1
147679,2,2
147679,1,1
147679,4,4
147679,1,1
147679,5,5
147679,1,1
147679,1,1
147679,1,1
147679,2,1
147679,3,2
147679,10,9
147679,359,343
147679,3,3
147679,3,3
147679,11,7
147679,373,353
147703,1,1
147703,3,3
147703,6,4
147703,1,0
147703,5,4
147703,1,1
147703,2536,1988
147703,17,11
147703,2,2
147703,1,0
147703,8,6
147703,9,8
147703,1,1
147703,5,5
147703,1,1
147703,3,2
147703,1,1
147703,5,5
147703,2,1
147703,1,0
147703,3,2
147703,1,1
147703,1,1
147703,45,37
147703,2659,2085
147703,20,1
147703,2679,2086
147776,1,0
147776,806,732
147776,807,732
147776,1,0
147776,808,732
147800,1211,830
147800,5,4
147800,1,0
147800,1217,834
147800,45,22
147800,1262,856
147819,38,22
147819,38,22
147819,38,22
147828,2,2
147828,1,1
147828,2,2
147828,14,14
147828,4,4
147828,1,1
147828,5,4
147828,6,6
147828,2,2
147828,426,344
147828,79,60
147828,15,14
147828,7,6
147828,2,2
147828,2,2
147828,6,5
147828,2,2
147828,74,59
147828,4,3
147828,11,10
147828,3,2
147828,3,3
147828,2,2
147828,35,28
147828,1,1
147828,1,1
147828,5,4
147828,4,4
147828,3,3
147828,4,4
147828,1,1
147828,17,14
147828,744,610
147828,9,2
147828,753,612
147916,1,0
147916,1,1
147916,2,0
147916,986,597
147916,22,10
147916,2,1
147916,1,0
147916,3,3
147916,1,1
147916,1,1
147916,3,2
147916,1,0
147916,3,1
147916,1027,617
147916,30,7
147916,1057,624
148007,592,283
148007,16,6
148007,608,289
148007,4,2
148007,612,291
148131,2,2
148131,3,3
148131,1,1
148131,184,181
148131,3,2
148131,4,4
148131,1,1
148131,63,62
148131,1,1
148131,1,1
148131,5,5
148131,1,1
148131,1,1
148131,4,4
148131,274,269
148131,1,0
148131,275,269
148177,2,2
148177,1,1
148177,1,1
148177,440,298
148177,31,20
148177,1,1
148177,1,1
148177,14,13
148177,3,1
148177,1,1
148177,2,2
148177,1,0
148177,1,1
148177,1,0
148177,1,0
148177,6,4
148177,507,346
148177,2,0
148177,509,346
148256,415,228
148256,1,0
148256,416,228
148256,1,0
148256,417,228
148292,600,235
148292,1,0
148292,1,0
148292,602,235
148292,3,0
148292,605,235
148335,6,5
148335,1,1
148335,1,1
148335,1,1
148335,638,516
148335,8,8
148335,1,1
148335,2,2
148335,11,10
148335,3,3
148335,4,3
148335,1,1
148335,1,1
148335,2,2
148335,1,1
148335,1,1
148335,1,1
148335,2,2
148335,1,1
148335,1,1
148335,7,6
148335,694,568
148335,5,5
148335,699,573
148380,1,0
148380,1131,813
148380,4,0
148380,1136,813
148380,8,7
148380,1144,820
148399,126,13
148399,3,0
148399,129,13
148399,129,13
148496,1,1
148496,3,3
148496,1,1
148496,454,450
148496,7,7
148496,1,1
148496,1,1
148496,4,4
148496,8,8
148496,2,2
148496,1,1
148496,3,3
148496,11,11
148496,497,493
148496,497,493
148584,1,1
148584,4,4
148584,4,4
148584,214,207
148584,6,6
148584,2,2
148584,1,1
148584,1,1
148584,2,2
148584,2,2
148584,237,230
148584,237,230
148627,1,1
148627,541,541
148627,13,13
148627,3,3
148627,1,1
148627,1,1
148627,10,10
148627,1,1
148627,8,8
148627,1,1
148627,1,1
148627,8,8
148627,4,4
148627,593,593
148627,1,1
148627,594,594
148654,302,281
148654,2,2
148654,2,2
148654,1,1
148654,2,2
148654,309,288
148654,7,1
148654,316,289
148672,471,349
148672,471,349
148672,471,349
148821,111,71
148821,8,0
148821,4,3
148821,1,0
148821,124,74
148821,124,74
148937,191,104
148937,5,3
148937,1,0
148937,197,107
148937,2,0
148937,199,107
148991,483,194
148991,1,0
148991,484,194
148991,1,0
148991,485,194
149222,2,1
149222,1,1
149222,6,3
149222,18,12
