UNITID,EFTOTLT,EFTOTLM,EFTOTLW
377315,52,0,52
377342,207,44,163
377342,207,44,163
377342,207,44,163
377342,179,38,141
377342,28,6,22
377342,28,6,22
377342,207,44,163
377342,207,44,163
377342,207,44,163
377342,179,38,141
377342,28,6,22
377342,28,6,22
377449,138,28,110
377449,138,28,110
377449,138,28,110
377449,39,10,29
377449,99,18,81
377449,99,18,81
377449,86,22,64
377449,86,22,64
377449,86,22,64
377449,24,8,16
377449,62,14,48
377449,62,14,48
377449,52,6,46
377449,52,6,46
377449,52,6,46
377449,15,2,13
377449,37,4,33
377449,37,4,33
377458,260,17,243
377458,260,17,243
377458,260,17,243
377458,63,5,58
377458,197,12,185
377458,197,12,185
377458,170,14,156
377458,170,14,156
377458,170,14,156
377458,40,3,37
377458,130,11,119
377458,130,11,119
377458,90,3,87
377458,90,3,87
377458,90,3,87
377458,23,2,21
377458,67,1,66
377458,67,1,66
377485,58,2,56
377485,58,2,56
377485,30,2,28
377485,15,0,15
377485,15,2,13
377485,28,0,28
377485,15,2,13
377485,19,0,19
377485,19,0,19
377485,19,0,19
377485,14,0,14
377485,5,0,5
377485,5,0,5
377485,39,2,37
377485,39,2,37
377485,11,2,9
377485,1,0,1
377485,10,2,8
377485,28,0,28
377485,10,2,8
377546,94,28,66
377546,94,28,66
377546,94,28,66
377546,33,10,23
377546,61,18,43
377546,11,2,9
377546,50,16,34
377546,89,25,64
377546,89,25,64
377546,89,25,64
377546,33,10,23
377546,56,15,41
377546,10,2,8
377546,46,13,33
377546,5,3,2
377546,5,3,2
377546,5,3,2
377546,5,3,2
377546,1,0,1
377546,4,3,1
377555,4604,2256,2348
377555,4104,2054,2050
377555,4077,2043,2034
377555,570,258,312
377555,3507,1785,1722
377555,27,11,16
377555,500,202,298
377555,744,333,411
377555,2763,1452,1311
377555,3699,1877,1822
377555,3432,1761,1671
377555,3429,1760,1669
377555,554,251,303
377555,2875,1509,1366
377555,3,1,2
377555,267,116,151
377555,571,271,300
377555,2304,1238,1066
377555,905,379,526
377555,672,293,379
377555,648,283,365
377555,16,7,9
377555,632,276,356
377555,24,10,14
377555,233,86,147
377555,173,62,111
377555,459,214,245
377564,4295,1900,2395
377564,3626,1692,1934
377564,3587,1673,1914
377564,410,176,234
377564,3177,1497,1680
377564,39,19,20
377564,669,208,461
377564,755,315,440
377564,2422,1182,1240
377564,3463,1599,1864
377564,3114,1463,1651
377564,3107,1460,1647
377564,392,164,228
377564,2715,1296,1419
377564,7,3,4
377564,349,136,213
377564,653,282,371
377564,2062,1014,1048
377564,832,301,531
377564,512,229,283
377564,480,213,267
377564,18,12,6
377564,462,201,261
377564,32,16,16
377564,320,72,248
377564,102,33,69
377564,360,168,192
377643,125,4,121
377643,125,4,121
377643,125,4,121
377643,32,0,32
377643,93,4,89
377643,93,4,89
377643,125,4,121
377643,125,4,121
377643,125,4,121
377643,32,0,32
377643,93,4,89
377643,93,4,89
377652,223,21,202
377652,223,21,202
377652,223,21,202
377652,156,16,140
377652,67,5,62
377652,52,2,50
377652,15,3,12
377652,223,21,202
377652,223,21,202
377652,223,21,202
377652,156,16,140
377652,67,5,62
377652,52,2,50
377652,15,3,12
377661,55,4,51
377661,55,4,51
377661,55,4,51
377661,35,2,33
377661,20,2,18
377661,20,2,18
377661,55,4,51
377661,55,4,51
377661,55,4,51
377661,35,2,33
377661,20,2,18
377661,20,2,18
377670,66,3,63
377670,66,3,63
377670,66,3,63
377670,50,2,48
377670,16,1,15
377670,16,1,15
377670,66,3,63
377670,66,3,63
377670,66,3,63
377670,50,2,48
377670,16,1,15
377670,16,1,15
377722,372,5,367
377722,372,5,367
377722,372,5,367
377722,78,2,76
377722,294,3,291
377722,294,3,291
377722,372,5,367
377722,372,5,367
377722,372,5,367
377722,78,2,76
377722,294,3,291
377722,294,3,291
377759,50,46,4
377759,50,46,4
377759,50,46,4
377759,21,19,2
377759,29,27,2
377759,29,27,2
377759,50,46,4
377759,50,46,4
377759,50,46,4
377759,21,19,2
377759,29,27,2
377759,29,27,2
378105,233,30,203
378105,233,30,203
378105,233,30,203
378105,85,9,76
378105,148,21,127
378105,148,21,127
378105,178,23,155
378105,178,23,155
378105,178,23,155
378105,66,9,57
378105,112,14,98
378105,112,14,98
378105,55,7,48
378105,55,7,48
378105,55,7,48
378105,19,0,19
378105,36,7,29
378105,36,7,29
378406,457,369,88
378406,457,369,88
378406,457,369,88
378406,53,44,9
378406,404,325,79
378406,7,6,1
378406,397,319,78
378406,360,290,70
378406,360,290,70
378406,360,290,70
378406,45,37,8
378406,315,253,62
378406,7,6,1
378406,308,247,61
378406,97,79,18
378406,97,79,18
378406,97,79,18
378406,8,7,1
378406,89,72,17
378406,89,72,17
378576,510,131,379
378576,125,33,92
378576,124,33,91
378576,37,8,29
378576,87,25,62
378576,1,0,1
378576,385,98,287
378576,6,1,5
378576,81,24,57
378576,305,79,226
378576,48,14,34
378576,48,14,34
378576,21,6,15
378576,27,8,19
378576,257,65,192
378576,3,0,3
378576,24,8,16
378576,205,52,153
378576,77,19,58
378576,76,19,57
378576,16,2,14
378576,60,17,43
378576,1,0,1
378576,128,33,95
378576,3,1,2
378576,57,16,41
378886,198,95,103
378886,198,95,103
378886,198,95,103
378886,19,10,9
378886,179,85,94
378886,179,85,94
378886,72,32,40
378886,72,32,40
378886,72,32,40
378886,12,5,7
378886,60,27,33
378886,60,27,33
378886,126,63,63
378886,126,63,63
378886,126,63,63
378886,7,5,2
378886,119,58,61
378886,119,58,61
378956,692,662,30
378956,692,662,30
378956,692,662,30
378956,99,96,3
378956,593,566,27
378956,593,566,27
378956,692,662,30
378956,692,662,30
378956,692,662,30
378956,99,96,3
378956,593,566,27
378956,593,566,27
379029,317,52,265
379029,317,52,265
379029,317,52,265
379029,26,6,20
379029,291,46,245
379029,21,2,19
379029,270,44,226
379029,317,52,265
379029,317,52,265
379029,317,52,265
379029,26,6,20
379029,291,46,245
379029,21,2,19
379029,270,44,226
379135,85,75,10
379135,85,75,10
379135,85,75,10
379135,40,35,5
379135,45,40,5
379135,45,40,5
379135,73,64,9
379135,73,64,9
379135,73,64,9
379135,34,29,5
379135,39,35,4
379135,39,35,4
379135,12,11,1
379135,12,11,1
379135,12,11,1
379135,6,6,0
379135,6,5,1
379135,6,5,1
379621,51,14,37
379621,51,14,37
379621,51,14,37
379621,19,5,14
379621,32,9,23
379621,32,9,23
379621,51,14,37
379621,51,14,37
379621,51,14,37
379621,19,5,14
379621,32,9,23
379621,32,9,23
379746,46,4,42
379746,46,4,42
379746,46,4,42
379746,27,3,24
379746,19,1,18
379746,19,1,18
379746,46,4,42
379746,46,4,42
379746,46,4,42
379746,27,3,24
379746,19,1,18
379746,19,1,18
379782,182,36,146
379782,125,21,104
379782,125,21,104
379782,3,2,1
379782,122,19,103
379782,57,15,42
379782,22,2,20
379782,100,17,83
379782,182,36,146
379782,125,21,104
379782,125,21,104
379782,3,2,1
379782,122,19,103
379782,57,15,42
379782,22,2,20
379782,100,17,83
380067,177,2,175
380067,177,2,175
380067,177,2,175
380067,103,1,102
380067,74,1,73
380067,74,1,73
380067,177,2,175
380067,177,2,175
380067,177,2,175
380067,103,1,102
380067,74,1,73
380067,74,1,73
380094,354,82,272
380094,354,82,272
380094,354,82,272
380094,135,28,107
380094,219,54,165
380094,1,0,1
380094,218,54,164
380094,354,82,272
380094,354,82,272
380094,354,82,272
380094,135,28,107
380094,219,54,165
380094,1,0,1
380094,218,54,164
380359,531,194,337
380359,531,194,337
380359,514,186,328
380359,133,60,73
380359,381,126,255
380359,17,8,9
380359,22,5,17
380359,359,121,238
380359,298,121,177
380359,298,121,177
380359,292,118,174
380359,92,47,45
380359,200,71,129
380359,6,3,3
380359,7,3,4
380359,193,68,125
380359,233,73,160
380359,233,73,160
380359,222,68,154
380359,41,13,28
380359,181,55,126
380359,11,5,6
380359,15,2,13
380359,166,53,113
380368,2272,1052,1220
380368,2272,1052,1220
380368,996,466,530
380368,190,109,81
380368,806,357,449
380368,1276,586,690
380368,145,82,63
380368,661,275,386
380368,824,411,413
380368,824,411,413
380368,626,330,296
380368,168,105,63
380368,458,225,233
380368,198,81,117
380368,89,58,31
380368,369,167,202
380368,1448,641,807
380368,1448,641,807
380368,370,136,234
380368,22,4,18
380368,348,132,216
380368,1078,505,573
380368,56,24,32
380368,292,108,184
380377,681,232,449
380377,681,232,449
380377,653,226,427
380377,104,51,53
380377,549,175,374
380377,28,6,22
380377,8,1,7
380377,541,174,367
380377,514,189,325
380377,514,189,325
380377,512,188,324
380377,79,42,37
380377,433,146,287
380377,2,1,1
380377,4,1,3
380377,429,145,284
380377,167,43,124
380377,167,43,124
380377,141,38,103
380377,25,9,16
380377,116,29,87
380377,26,5,21
380377,4,0,4
380377,112,29,83
380401,79,1,78
380401,79,1,78
380401,79,1,78
380401,19,0,19
380401,60,1,59
380401,60,1,59
380401,52,0,52
380401,52,0,52
380401,52,0,52
380401,11,0,11
380401,41,0,41
380401,41,0,41
380401,27,1,26
380401,27,1,26
380401,27,1,26
380401,8,0,8
380401,19,1,18
380401,19,1,18
380438,336,85,251
380438,336,85,251
380438,307,82,225
380438,115,29,86
380438,192,53,139
380438,29,3,26
380438,19,4,15
380438,173,49,124
380438,137,37,100
380438,137,37,100
380438,110,34,76
380438,59,14,45
380438,51,20,31
380438,27,3,24
380438,9,3,6
380438,42,17,25
380438,199,48,151
380438,199,48,151
380438,197,48,149
380438,56,15,41
380438,141,33,108
380438,2,0,2
380438,10,1,9
380438,131,32,99
380456,132,4,128
380456,132,4,128
380456,132,4,128
380456,23,0,23
380456,109,4,105
380456,109,4,105
380456,106,2,104
380456,106,2,104
380456,106,2,104
380456,21,0,21
380456,85,2,83
380456,85,2,83
380456,26,2,24
380456,26,2,24
380456,26,2,24
380456,2,0,2
380456,24,2,22
380456,24,2,22
380465,1703,923,780
380465,1056,643,413
380465,958,566,392
380465,13,3,10
380465,945,563,382
380465,98,77,21
380465,647,280,367
380465,69,45,24
380465,876,518,358
380465,1703,923,780
380465,1056,643,413
380465,958,566,392
380465,13,3,10
380465,945,563,382
380465,98,77,21
380465,647,280,367
380465,69,45,24
380465,876,518,358
380474,346,74,272
380474,346,74,272
380474,346,74,272
380474,130,23,107
380474,216,51,165
380474,216,51,165
380474,193,44,149
380474,193,44,149
380474,193,44,149
380474,78,14,64
380474,115,30,85
380474,115,30,85
380474,153,30,123
380474,153,30,123
380474,153,30,123
380474,52,9,43
380474,101,21,80
380474,101,21,80
381255,187,130,57
381255,187,130,57
381255,187,130,57
381255,50,31,19
381255,137,99,38
381255,137,99,38
381255,64,38,26
381255,64,38,26
381255,64,38,26
381255,36,21,15
381255,28,17,11
381255,28,17,11
381255,123,92,31
381255,123,92,31
381255,123,92,31
381255,14,10,4
381255,109,82,27
381255,109,82,27
381282,133,87,46
381282,133,87,46
381282,133,87,46
381282,38,24,14
381282,95,63,32
381282,95,63,32
381282,111,81,30
381282,111,81,30
381282,111,81,30
381282,32,23,9
381282,79,58,21
381282,79,58,21
381282,22,6,16
381282,22,6,16
381282,22,6,16
381282,6,1,5
381282,16,5,11
381282,16,5,11
381325,155,54,101
381325,155,54,101
381325,155,54,101
381325,45,11,34
381325,110,43,67
381325,110,43,67
381325,105,34,71
381325,105,34,71
381325,105,34,71
381325,36,8,28
381325,69,26,43
381325,69,26,43
381325,50,20,30
381325,50,20,30
381325,50,20,30
381325,9,3,6
381325,41,17,24
381325,41,17,24
381334,72,33,39
381334,72,33,39
381334,72,33,39
381334,18,9,9
381334,54,24,30
381334,54,24,30
381334,28,11,17
381334,28,11,17
381334,28,11,17
381334,14,6,8
381334,14,5,9
381334,14,5,9
381334,44,22,22
381334,44,22,22
381334,44,22,22
381334,4,3,1
381334,40,19,21
381334,40,19,21
381352,136,36,100
381352,136,36,100
381352,115,29,86
381352,115,29,86
381352,21,7,14
381352,21,7,14
381361,82,18,64
381361,82,18,64
381361,82,18,64
381361,14,4,10
381361,68,14,54
381361,68,14,54
381361,82,18,64
381361,82,18,64
381361,82,18,64
381361,14,4,10
381361,68,14,54
381361,68,14,54
381370,301,13,288
381370,301,13,288
381370,301,13,288
381370,119,10,109
381370,182,3,179
381370,182,3,179
381370,212,11,201
381370,212,11,201
381370,212,11,201
381370,90,9,81
381370,122,2,120
381370,122,2,120
381370,89,2,87
381370,89,2,87
381370,89,2,87
381370,29,1,28
381370,60,1,59
381370,60,1,59
381404,231,12,219
381404,231,12,219
381404,231,12,219
381404,96,2,94
381404,135,10,125
381404,135,10,125
381404,131,6,125
381404,131,6,125
381404,131,6,125
381404,53,1,52
381404,78,5,73
381404,78,5,73
381404,100,6,94
381404,100,6,94
381404,100,6,94
381404,43,1,42
381404,57,5,52
381404,57,5,52
381459,187,140,47
381459,187,140,47
381459,31,27,4
381459,31,27,4
381459,156,113,43
381459,156,113,43
381486,14,0,14
381486,14,0,14
381486,14,0,14
381486,6,0,6
381486,8,0,8
381486,8,0,8
381486,14,0,14
381486,14,0,14
381486,14,0,14
381486,6,0,6
381486,8,0,8
381486,8,0,8
381529,249,67,182
381529,249,67,182
381529,229,63,166
381529,29,11,18
381529,200,52,148
381529,20,4,16
381529,200,52,148
381529,211,60,151
381529,211,60,151
381529,195,56,139
381529,26,10,16
381529,169,46,123
381529,16,4,12
381529,169,46,123
381529,38,7,31
381529,38,7,31
381529,34,7,27
381529,3,1,2
381529,31,6,25
381529,4,0,4
381529,31,6,25
381617,1039,275,764
381617,1039,275,764
381617,1036,274,762
381617,170,71,99
381617,866,203,663
381617,3,1,2
381617,64,15,49
381617,802,188,614
381617,626,176,450
381617,626,176,450
381617,626,176,450
381617,119,45,74
381617,507,131,376
381617,43,9,34
381617,464,122,342
381617,413,99,314
381617,413,99,314
381617,410,98,312
381617,51,26,25
381617,359,72,287
381617,3,1,2
381617,21,6,15
381617,338,66,272
381635,77,5,72
381635,77,5,72
381635,77,5,72
381635,32,2,30
381635,45,3,42
381635,45,3,42
381635,49,4,45
381635,49,4,45
381635,49,4,45
381635,24,2,22
381635,25,2,23
381635,25,2,23
381635,28,1,27
381635,28,1,27
381635,28,1,27
381635,8,0,8
381635,20,1,19
381635,20,1,19
381644,154,12,142
381644,154,12,142
381644,154,12,142
381644,46,5,41
381644,108,7,101
381644,108,7,101
381644,154,12,142
381644,154,12,142
381644,154,12,142
381644,46,5,41
381644,108,7,101
381644,108,7,101
381699,34,2,32
381699,34,2,32
381699,34,2,32
381699,28,1,27
381699,6,1,5
381699,6,1,5
381699,22,2,20
381699,22,2,20
381699,22,2,20
381699,18,1,17
381699,4,1,3
381699,4,1,3
381699,12,0,12
381699,12,0,12
381699,12,0,12
381699,10,0,10
381699,2,0,2
381699,2,0,2
381705,39,2,37
381705,39,2,37
381705,39,2,37
381705,33,2,31
381705,6,0,6
381705,6,0,6
381705,24,1,23
381705,24,1,23
381705,24,1,23
381705,21,1,20
381705,3,0,3
381705,3,0,3
381705,15,1,14
381705,15,1,14
381705,15,1,14
381705,12,1,11
381705,3,0,3
381705,3,0,3
381732,201,38,163
381732,201,38,163
381732,199,38,161
381732,38,5,33
381732,161,33,128
381732,2,0,2
381732,161,33,128
381732,119,21,98
381732,119,21,98
381732,119,21,98
381732,34,5,29
381732,85,16,69
381732,85,16,69
381732,82,17,65
381732,82,17,65
381732,80,17,63
381732,4,0,4
381732,76,17,59
381732,2,0,2
381732,76,17,59
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381741,7,3,4
381750,52,4,48
381750,52,4,48
381750,52,4,48
381750,20,2,18
381750,32,2,30
381750,32,2,30
381750,41,3,38
381750,41,3,38
381750,41,3,38
381750,15,2,13
381750,26,1,25
381750,26,1,25
381750,11,1,10
381750,11,1,10
381750,11,1,10
381750,5,0,5
381750,6,1,5
381750,6,1,5
381787,275,121,154
381787,275,121,154
381787,275,121,154
381787,20,12,8
381787,255,109,146
381787,1,0,1
381787,254,109,145
381787,185,72,113
381787,185,72,113
381787,185,72,113
381787,19,11,8
381787,166,61,105
381787,1,0,1
381787,165,61,104
381787,90,49,41
381787,90,49,41
381787,90,49,41
381787,1,1,0
381787,89,48,41
381787,89,48,41
381866,50,15,35
381866,50,15,35
381866,50,15,35
381866,18,8,10
381866,32,7,25
381866,32,7,25
381866,50,15,35
381866,50,15,35
381866,50,15,35
381866,18,8,10
381866,32,7,25
381866,32,7,25
381909,730,580,150
381909,730,580,150
381909,730,580,150
381909,97,77,20
381909,633,503,130
381909,3,3,0
381909,630,500,130
381909,606,477,129
381909,606,477,129
381909,606,477,129
381909,89,72,17
381909,517,405,112
381909,3,3,0
381909,514,402,112
381909,124,103,21
381909,124,103,21
381909,124,103,21
381909,8,5,3
381909,116,98,18
381909,116,98,18
381945,43,15,28
381945,43,15,28
381945,19,5,14
381945,19,5,14
381945,24,10,14
381945,43,15,28
381945,43,15,28
381945,19,5,14
381945,19,5,14
381945,24,10,14
382063,928,465,463
382063,449,271,178
382063,437,261,176
382063,3,1,2
382063,434,260,174
382063,12,10,2
382063,479,194,285
382063,23,17,6
382063,411,243,168
382063,928,465,463
382063,449,271,178
382063,437,261,176
382063,3,1,2
382063,434,260,174
382063,12,10,2
382063,479,194,285
382063,23,17,6
382063,411,243,168
382258,176,39,137
382258,176,39,137
382258,176,39,137
382258,90,29,61
382258,86,10,76
382258,86,10,76
382258,76,11,65
382258,76,11,65
382258,76,11,65
382258,28,7,21
382258,48,4,44
382258,48,4,44
382258,100,28,72
382258,100,28,72
382258,100,28,72
382258,62,22,40
382258,38,6,32
382258,38,6,32
382267,54,3,51
382267,54,3,51
382267,54,3,51
382267,10,3,7
382267,44,0,44
382267,44,0,44
382267,53,3,50
382267,53,3,50
382267,53,3,50
382267,9,3,6
382267,44,0,44
382267,44,0,44
382267,1,0,1
382267,1,0,1
382267,1,0,1
382267,1,0,1
382276,484,77,407
382276,484,77,407
382276,484,77,407
382276,152,26,126
382276,332,51,281
382276,332,51,281
382276,390,66,324
382276,390,66,324
382276,390,66,324
382276,125,24,101
382276,265,42,223
382276,265,42,223
382276,94,11,83
382276,94,11,83
382276,94,11,83
382276,27,2,25
382276,67,9,58
382276,67,9,58
382416,80,8,72
382416,80,8,72
382416,80,8,72
382416,7,0,7
382416,73,8,65
382416,73,8,65
382416,80,8,72
382416,80,8,72
382416,80,8,72
382416,7,0,7
382416,73,8,65
382416,73,8,65
382461,65,4,61
382461,65,4,61
382461,65,4,61
382461,7,0,7
382461,58,4,54
382461,58,4,54
382461,53,2,51
382461,53,2,51
382461,53,2,51
382461,6,0,6
382461,47,2,45
382461,47,2,45
382461,12,2,10
382461,12,2,10
382461,12,2,10
382461,1,0,1
382461,11,2,9
382461,11,2,9
382504,381,114,267
382504,381,114,267
382504,381,114,267
382504,214,63,151
382504,167,51,116
382504,167,51,116
382504,381,114,267
382504,381,114,267
382504,381,114,267
382504,214,63,151
382504,167,51,116
382504,167,51,116
382771,524,127,397
382771,524,127,397
382771,524,127,397
382771,151,39,112
382771,373,88,285
382771,101,22,79
382771,272,66,206
382771,366,91,275
382771,366,91,275
382771,366,91,275
382771,109,26,83
382771,257,65,192
382771,73,17,56
382771,184,48,136
382771,158,36,122
382771,158,36,122
382771,158,36,122
382771,42,13,29
382771,116,23,93
382771,28,5,23
382771,88,18,70
382780,247,24,223
382780,247,24,223
382780,247,24,223
382780,45,0,45
382780,202,24,178
382780,202,24,178
382780,247,24,223
382780,247,24,223
382780,247,24,223
382780,45,0,45
382780,202,24,178
382780,202,24,178
382896,357,62,295
382896,357,62,295
382896,357,62,295
382896,89,7,82
382896,268,55,213
382896,44,15,29
382896,224,40,184
382896,357,62,295
382896,357,62,295
382896,357,62,295
382896,89,7,82
382896,268,55,213
382896,44,15,29
382896,224,40,184
382902,90,2,88
382902,90,2,88
382902,90,2,88
382902,34,0,34
382902,56,2,54
382902,56,2,54
382902,90,2,88
382902,90,2,88
382902,90,2,88
382902,34,0,34
382902,56,2,54
382902,56,2,54
382911,149,77,72
382911,149,77,72
382911,147,77,70
382911,51,32,19
382911,96,45,51
382911,2,0,2
382911,8,4,4
382911,88,41,47
382911,122,68,54
382911,122,68,54
382911,122,68,54
382911,47,30,17
382911,75,38,37
382911,8,4,4
382911,67,34,33
382911,27,9,18
382911,27,9,18
382911,25,9,16
382911,4,2,2
382911,21,7,14
382911,2,0,2
382911,21,7,14
382957,457,108,349
382957,457,108,349
382957,457,108,349
382957,90,33,57
382957,367,75,292
382957,50,14,36
382957,317,61,256
382957,457,108,349
382957,457,108,349
382957,457,108,349
382957,90,33,57
382957,367,75,292
382957,50,14,36
382957,317,61,256
383020,74,14,60
383020,20,2,18
383020,20,2,18
383020,20,2,18
383020,54,12,42
383020,20,2,18
383020,48,11,37
383020,10,1,9
383020,10,1,9
383020,10,1,9
383020,38,10,28
383020,10,1,9
383020,26,3,23
383020,10,1,9
383020,10,1,9
383020,10,1,9
383020,16,2,14
383020,10,1,9
383084,4151,2131,2020
383084,4151,2131,2020
383084,3704,1938,1766
383084,2351,1203,1148
383084,1353,735,618
383084,447,193,254
383084,1353,735,618
383084,1684,904,780
383084,1684,904,780
383084,1534,834,700
383084,942,456,486
383084,592,378,214
383084,150,70,80
383084,592,378,214
383084,2467,1227,1240
383084,2467,1227,1240
383084,2170,1104,1066
383084,1409,747,662
383084,761,357,404
383084,297,123,174
383084,761,357,404
383163,435,15,420
383163,435,15,420
383163,435,15,420
383163,84,3,81
383163,351,12,339
383163,351,12,339
383163,49,1,48
383163,49,1,48
383163,49,1,48
383163,8,0,8
383163,41,1,40
383163,41,1,40
383163,386,14,372
383163,386,14,372
383163,386,14,372
383163,76,3,73
383163,310,11,299
383163,310,11,299
383172,35,10,25
383172,35,10,25
383172,35,10,25
383172,33,9,24
383172,2,1,1
383172,2,1,1
383172,35,10,25
383172,35,10,25
383172,35,10,25
383172,33,9,24
383172,2,1,1
383172,2,1,1
383190,3406,1413,1993
383190,3406,1413,1993
383190,2922,1264,1658
383190,727,365,362
383190,2195,899,1296
383190,484,149,335
383190,300,121,179
383190,1895,778,1117
383190,1598,767,831
383190,1598,767,831
383190,1586,761,825
383190,457,228,229
383190,1129,533,596
383190,12,6,6
383190,166,75,91
383190,963,458,505
383190,1808,646,1162
383190,1808,646,1162
383190,1336,503,833
383190,270,137,133
383190,1066,366,700
383190,472,143,329
383190,134,46,88
383190,932,320,612
383251,97,4,93
383251,97,4,93
383251,97,4,93
383251,23,0,23
383251,74,4,70
383251,74,4,70
383251,97,4,93
383251,97,4,93
383251,97,4,93
383251,23,0,23
383251,74,4,70
383251,74,4,70
383279,185,14,171
383279,185,14,171
383279,185,14,171
383279,23,3,20
383279,162,11,151
383279,162,11,151
383279,89,8,81
383279,89,8,81
383279,89,8,81
383279,15,3,12
383279,74,5,69
383279,74,5,69
383279,96,6,90
383279,96,6,90
383279,96,6,90
383279,8,0,8
383279,88,6,82
383279,88,6,82
383297,311,5,306
383297,311,5,306
383297,311,5,306
383297,94,1,93
383297,217,4,213
383297,217,4,213
383297,224,2,222
383297,224,2,222
383297,224,2,222
383297,79,1,78
383297,145,1,144
383297,145,1,144
383297,87,3,84
383297,87,3,84
383297,87,3,84
383297,15,0,15
383297,72,3,69
383297,72,3,69
383312,89,32,57
383312,89,32,57
383312,89,32,57
383312,82,31,51
383312,7,1,6
383312,7,1,6
383312,89,32,57
383312,89,32,57
383312,89,32,57
383312,82,31,51
383312,7,1,6
383312,7,1,6
383330,95,36,59
383330,95,36,59
383330,95,36,59
383330,60,30,30
383330,35,6,29
383330,35,6,29
383330,72,26,46
383330,72,26,46
383330,72,26,46
383330,45,21,24
383330,27,5,22
383330,27,5,22
383330,23,10,13
383330,23,10,13
383330,23,10,13
383330,15,9,6
383330,8,1,7
383330,8,1,7
383367,264,81,183
383367,264,81,183
383367,264,81,183
383367,141,43,98
383367,123,38,85
383367,123,38,85
383367,226,76,150
383367,226,76,150
383367,226,76,150
383367,113,42,71
383367,113,34,79
383367,113,34,79
383367,38,5,33
383367,38,5,33
383367,38,5,33
383367,28,1,27
383367,10,4,6
383367,10,4,6
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383400,72,11,61
383464,132,10,122
383464,132,10,122
383464,132,10,122
383464,100,8,92
383464,32,2,30
383464,32,2,30
383464,132,10,122
383464,132,10,122
383464,132,10,122
383464,100,8,92
383464,32,2,30
383464,32,2,30
383507,11,3,8
383507,11,3,8
383507,11,3,8
383507,6,2,4
383507,5,1,4
383507,5,1,4
383507,11,3,8
383507,11,3,8
383507,11,3,8
383507,6,2,4
383507,5,1,4
383507,5,1,4
383525,85,14,71
383525,85,14,71
383525,85,14,71
383525,17,4,13
383525,68,10,58
383525,68,10,58
383525,85,14,71
383525,85,14,71
383525,85,14,71
383525,17,4,13
383525,68,10,58
383525,68,10,58
383765,63,2,61
383765,63,2,61
383765,63,2,61
383765,29,0,29
383765,34,2,32
383765,34,2,32
383765,63,2,61
383765,63,2,61
383765,63,2,61
383765,29,0,29
383765,34,2,32
383765,34,2,32
383792,277,5,272
383792,277,5,272
383792,277,5,272
383792,123,4,119
383792,154,1,153
383792,154,1,153
383792,277,5,272
383792,277,5,272
383792,277,5,272
383792,123,4,119
383792,154,1,153
383792,154,1,153
383899,838,180,658
383899,838,180,658
383899,838,180,658
383899,759,169,590
383899,79,11,68
383899,79,11,68
383899,698,147,551
383899,698,147,551
383899,698,147,551
383899,624,137,487
383899,74,10,64
383899,74,10,64
383899,140,33,107
383899,140,33,107
383899,140,33,107
383899,135,32,103
383899,5,1,4
383899,5,1,4
383950,256,34,222
383950,256,34,222
383950,256,34,222
383950,89,13,76
383950,167,21,146
383950,167,21,146
383950,237,32,205
383950,237,32,205
383950,237,32,205
383950,83,12,71
383950,154,20,134
383950,154,20,134
383950,19,2,17
383950,19,2,17
383950,19,2,17
383950,6,1,5
383950,13,1,12
383950,13,1,12
383996,895,349,546
383996,895,349,546
383996,568,206,362
383996,86,43,43
383996,482,163,319
383996,327,143,184
383996,60,18,42
383996,422,145,277
383996,235,99,136
383996,235,99,136
383996,203,85,118
383996,69,33,36
383996,134,52,82
383996,32,14,18
383996,13,4,9
383996,121,48,73
383996,660,250,410
383996,660,250,410
383996,365,121,244
383996,17,10,7
383996,348,111,237
383996,295,129,166
383996,47,14,33
383996,301,97,204
384209,594,176,418
384209,594,176,418
384209,594,176,418
384209,253,66,187
384209,341,110,231
384209,341,110,231
384209,594,176,418
384209,594,176,418
384209,594,176,418
384209,253,66,187
384209,341,110,231
384209,341,110,231
384254,190,132,58
384254,190,132,58
384254,190,132,58
384254,41,26,15
384254,149,106,43
384254,20,14,6
384254,129,92,37
384254,188,130,58
384254,188,130,58
384254,188,130,58
384254,41,26,15
384254,147,104,43
384254,20,14,6
384254,127,90,37
384254,2,2,0
384254,2,2,0
384254,2,2,0
384254,2,2,0
384254,2,2,0
384306,140,25,115
384306,140,25,115
384306,106,20,86
384306,106,20,86
384306,34,5,29
384306,34,5,29
384333,8832,3673,5159
384333,8832,3673,5159
384333,7634,3175,4459
384333,1636,780,856
384333,5998,2395,3603
384333,1198,498,700
384333,793,350,443
384333,5205,2045,3160
384333,2810,1255,1555
384333,2810,1255,1555
384333,2671,1197,1474
384333,855,402,453
384333,1816,795,1021
384333,139,58,81
384333,206,101,105
384333,1610,694,916
384333,6022,2418,3604
384333,6022,2418,3604
384333,4963,1978,2985
384333,781,378,403
384333,4182,1600,2582
384333,1059,440,619
384333,587,249,338
384333,3595,1351,2244
384342,5215,2414,2801
384342,5215,2414,2801
384342,4692,2193,2499
384342,783,403,380
